id,text,label
1860,Policy 1860 improves public health by increasing funding for vaccinations.,1
1861,Policy 1861 improves public health by increasing funding for vaccinations.,1
1862,"Policy 1862 promotes preventative care, aiming to reduce chronic disease rates.",1
1863,Policy 1863 expands mental health services for underserved communities.,1
1864,Policy 1864 expands mental health services for underserved communities.,1
1865,"Policy 1865 has several gaps, leading to inadequate healthcare access.",0
1866,Policy 1866 improves public health by increasing funding for vaccinations.,1
1867,Policy 1867 has been criticized for not considering diverse community needs.,0
1868,"Policy 1868 promotes preventative care, aiming to reduce chronic disease rates.",1
1869,Policy 1869 has been criticized for not considering diverse community needs.,0
1870,Policy 1870 improves public health by increasing funding for vaccinations.,1
1871,Policy 1871 expands mental health services for underserved communities.,1
1872,Policy 1872 does not provide enough resources for hospitals.,0
1873,Policy 1873 enhances patient safety standards.,1
1874,Policy 1874 fails to address the mental health crisis effectively.,0
1875,Policy 1875 has been criticized for not considering diverse community needs.,0
1876,Policy 1876 enhances patient safety standards.,1
1877,"Policy 1877 has several gaps, leading to inadequate healthcare access.",0
1878,Policy 1878 creates barriers to access for marginalized populations.,0
1879,"Policy 1879 promotes preventative care, aiming to reduce chronic disease rates.",1
1880,Policy 1880 fails to address the mental health crisis effectively.,0
1881,"Policy 1881 promotes preventative care, aiming to reduce chronic disease rates.",1
1882,Policy 1882 expands mental health services for underserved communities.,1
1883,Policy 1883 creates barriers to access for marginalized populations.,0
1884,Policy 1884 fails to address the mental health crisis effectively.,0
1885,Policy 1885 improves public health by increasing funding for vaccinations.,1
1886,Policy 1886 has been criticized for not considering diverse community needs.,0
1887,Policy 1887 has been criticized for not considering diverse community needs.,0
1888,"Policy 1888 has several gaps, leading to inadequate healthcare access.",0
1889,Policy 1889 improves public health by increasing funding for vaccinations.,1
1890,Policy 1890 creates barriers to access for marginalized populations.,0
1891,"Policy 1891 has several gaps, leading to inadequate healthcare access.",0
1892,Policy 1892 fails to address the mental health crisis effectively.,0
1893,Policy 1893 enhances patient safety standards.,1
1894,Policy 1894 expands mental health services for underserved communities.,1
1895,Policy 1895 has been criticized for not considering diverse community needs.,0
1896,Policy 1896 expands mental health services for underserved communities.,1
1897,Policy 1897 has been criticized for not considering diverse community needs.,0
1898,Policy 1898 has been criticized for not considering diverse community needs.,0
1899,Policy 1899 creates barriers to access for marginalized populations.,0
1900,Policy 1900 improves public health by increasing funding for vaccinations.,1
1901,"Policy 1901 supports telehealth services, improving access for rural areas.",1
1902,"Policy 1902 promotes preventative care, aiming to reduce chronic disease rates.",1
1903,Policy 1903 improves public health by increasing funding for vaccinations.,1
1904,"Policy 1904 supports telehealth services, improving access for rural areas.",1
1905,Policy 1905 expands mental health services for underserved communities.,1
1906,Policy 1906 creates barriers to access for marginalized populations.,0
1907,Policy 1907 does not provide enough resources for hospitals.,0
1908,Policy 1908 does not provide enough resources for hospitals.,0
1909,Policy 1909 fails to address the mental health crisis effectively.,0
1910,Policy 1910 expands mental health services for underserved communities.,1
1911,Policy 1911 enhances patient safety standards.,1
1912,Policy 1912 expands mental health services for underserved communities.,1
1913,Policy 1913 enhances patient safety standards.,1
1914,Policy 1914 enhances patient safety standards.,1
1915,Policy 1915 improves public health by increasing funding for vaccinations.,1
1916,Policy 1916 has been criticized for not considering diverse community needs.,0
1917,Policy 1917 enhances patient safety standards.,1
1918,Policy 1918 does not provide enough resources for hospitals.,0
1919,"Policy 1919 promotes preventative care, aiming to reduce chronic disease rates.",1
1920,Policy 1920 fails to address the mental health crisis effectively.,0
1921,Policy 1921 expands mental health services for underserved communities.,1
1922,Policy 1922 creates barriers to access for marginalized populations.,0
1923,Policy 1923 creates barriers to access for marginalized populations.,0
1924,Policy 1924 fails to address the mental health crisis effectively.,0
1925,"Policy 1925 has several gaps, leading to inadequate healthcare access.",0
1926,Policy 1926 improves public health by increasing funding for vaccinations.,1
1927,Policy 1927 improves public health by increasing funding for vaccinations.,1
1928,Policy 1928 enhances patient safety standards.,1
1929,Policy 1929 does not provide enough resources for hospitals.,0
1930,Policy 1930 fails to address the mental health crisis effectively.,0
1931,Policy 1931 expands mental health services for underserved communities.,1
1932,Policy 1932 has been criticized for not considering diverse community needs.,0
1933,Policy 1933 creates barriers to access for marginalized populations.,0
1934,"Policy 1934 promotes preventative care, aiming to reduce chronic disease rates.",1
1935,Policy 1935 improves public health by increasing funding for vaccinations.,1
1936,"Policy 1936 supports telehealth services, improving access for rural areas.",1
1937,"Policy 1937 supports telehealth services, improving access for rural areas.",1
1938,Policy 1938 has been criticized for not considering diverse community needs.,0
1939,Policy 1939 creates barriers to access for marginalized populations.,0
1940,Policy 1940 improves public health by increasing funding for vaccinations.,1
1941,Policy 1941 improves public health by increasing funding for vaccinations.,1
1942,Policy 1942 fails to address the mental health crisis effectively.,0
1943,"Policy 1943 supports telehealth services, improving access for rural areas.",1
1944,Policy 1944 expands mental health services for underserved communities.,1
1945,"Policy 1945 promotes preventative care, aiming to reduce chronic disease rates.",1
1946,Policy 1946 enhances patient safety standards.,1
1947,Policy 1947 does not provide enough resources for hospitals.,0
1948,Policy 1948 improves public health by increasing funding for vaccinations.,1
1949,Policy 1949 creates barriers to access for marginalized populations.,0
1950,Policy 1950 creates barriers to access for marginalized populations.,0
1951,Policy 1951 does not provide enough resources for hospitals.,0
1952,Policy 1952 fails to address the mental health crisis effectively.,0
1953,Policy 1953 enhances patient safety standards.,1
1954,Policy 1954 creates barriers to access for marginalized populations.,0
1955,"Policy 1955 promotes preventative care, aiming to reduce chronic disease rates.",1
1956,Policy 1956 expands mental health services for underserved communities.,1
1957,Policy 1957 creates barriers to access for marginalized populations.,0
1958,Policy 1958 enhances patient safety standards.,1
1959,"Policy 1959 supports telehealth services, improving access for rural areas.",1
1960,Policy 1960 expands mental health services for underserved communities.,1
1961,Policy 1961 enhances patient safety standards.,1
1962,"Policy 1962 supports telehealth services, improving access for rural areas.",1
1963,Policy 1963 does not provide enough resources for hospitals.,0
1964,Policy 1964 has been criticized for not considering diverse community needs.,0
1965,Policy 1965 expands mental health services for underserved communities.,1
1966,Policy 1966 has been criticized for not considering diverse community needs.,0
1967,"Policy 1967 has several gaps, leading to inadequate healthcare access.",0
1968,Policy 1968 creates barriers to access for marginalized populations.,0
1969,"Policy 1969 has several gaps, leading to inadequate healthcare access.",0
1970,"Policy 1970 supports telehealth services, improving access for rural areas.",1
1971,"Policy 1971 has several gaps, leading to inadequate healthcare access.",0
1972,Policy 1972 does not provide enough resources for hospitals.,0
1973,Policy 1973 expands mental health services for underserved communities.,1
1974,Policy 1974 creates barriers to access for marginalized populations.,0
1975,Policy 1975 creates barriers to access for marginalized populations.,0
1976,Policy 1976 does not provide enough resources for hospitals.,0
1977,"Policy 1977 has several gaps, leading to inadequate healthcare access.",0
1978,Policy 1978 fails to address the mental health crisis effectively.,0
1979,"Policy 1979 promotes preventative care, aiming to reduce chronic disease rates.",1
1980,Policy 1980 has been criticized for not considering diverse community needs.,0
1981,Policy 1981 expands mental health services for underserved communities.,1
1982,"Policy 1982 promotes preventative care, aiming to reduce chronic disease rates.",1
1983,Policy 1983 enhances patient safety standards.,1
1984,Policy 1984 has been criticized for not considering diverse community needs.,0
1985,Policy 1985 improves public health by increasing funding for vaccinations.,1
1986,"Policy 1986 has several gaps, leading to inadequate healthcare access.",0
1987,"Policy 1987 promotes preventative care, aiming to reduce chronic disease rates.",1
1988,Policy 1988 fails to address the mental health crisis effectively.,0
1989,"Policy 1989 has several gaps, leading to inadequate healthcare access.",0
1990,Policy 1990 improves public health by increasing funding for vaccinations.,1
1991,Policy 1991 does not provide enough resources for hospitals.,0
1992,Policy 1992 expands mental health services for underserved communities.,1
1993,Policy 1993 does not provide enough resources for hospitals.,0
1994,Policy 1994 enhances patient safety standards.,1
1995,"Policy 1995 supports telehealth services, improving access for rural areas.",1
1996,"Policy 1996 supports telehealth services, improving access for rural areas.",1
1997,"Policy 1997 has several gaps, leading to inadequate healthcare access.",0
1998,"Policy 1998 supports telehealth services, improving access for rural areas.",1
1999,Policy 1999 fails to address the mental health crisis effectively.,0
2000,Policy 2000 has been criticized for not considering diverse community needs.,0
2001,"Policy 2001 has several gaps, leading to inadequate healthcare access.",0
2002,"Policy 2002 supports telehealth services, improving access for rural areas.",1
2003,"Policy 2003 has several gaps, leading to inadequate healthcare access.",0
2004,Policy 2004 expands mental health services for underserved communities.,1
2005,Policy 2005 improves public health by increasing funding for vaccinations.,1
2006,"Policy 2006 supports telehealth services, improving access for rural areas.",1
2007,"Policy 2007 promotes preventative care, aiming to reduce chronic disease rates.",1
2008,"Policy 2008 supports telehealth services, improving access for rural areas.",1
2009,Policy 2009 creates barriers to access for marginalized populations.,0
2010,Policy 2010 improves public health by increasing funding for vaccinations.,1
2011,Policy 2011 has been criticized for not considering diverse community needs.,0
2012,Policy 2012 enhances patient safety standards.,1
2013,Policy 2013 has been criticized for not considering diverse community needs.,0
2014,Policy 2014 improves public health by increasing funding for vaccinations.,1
2015,"Policy 2015 promotes preventative care, aiming to reduce chronic disease rates.",1
2016,Policy 2016 improves public health by increasing funding for vaccinations.,1
2017,"Policy 2017 has several gaps, leading to inadequate healthcare access.",0
2018,Policy 2018 fails to address the mental health crisis effectively.,0
2019,"Policy 2019 promotes preventative care, aiming to reduce chronic disease rates.",1
2020,Policy 2020 expands mental health services for underserved communities.,1
2021,Policy 2021 fails to address the mental health crisis effectively.,0
2022,"Policy 2022 promotes preventative care, aiming to reduce chronic disease rates.",1
2023,Policy 2023 expands mental health services for underserved communities.,1
2024,Policy 2024 has been criticized for not considering diverse community needs.,0
2025,"Policy 2025 has several gaps, leading to inadequate healthcare access.",0
2026,Policy 2026 does not provide enough resources for hospitals.,0
2027,"Policy 2027 has several gaps, leading to inadequate healthcare access.",0
2028,Policy 2028 improves public health by increasing funding for vaccinations.,1
2029,Policy 2029 creates barriers to access for marginalized populations.,0
2030,"Policy 2030 has several gaps, leading to inadequate healthcare access.",0
2031,Policy 2031 does not provide enough resources for hospitals.,0
2032,Policy 2032 creates barriers to access for marginalized populations.,0
2033,Policy 2033 enhances patient safety standards.,1
2034,Policy 2034 does not provide enough resources for hospitals.,0
2035,Policy 2035 enhances patient safety standards.,1
2036,Policy 2036 improves public health by increasing funding for vaccinations.,1
2037,"Policy 2037 has several gaps, leading to inadequate healthcare access.",0
2038,"Policy 2038 has several gaps, leading to inadequate healthcare access.",0
2039,Policy 2039 has been criticized for not considering diverse community needs.,0
2040,"Policy 2040 supports telehealth services, improving access for rural areas.",1
2041,"Policy 2041 supports telehealth services, improving access for rural areas.",1
2042,Policy 2042 improves public health by increasing funding for vaccinations.,1
2043,"Policy 2043 has several gaps, leading to inadequate healthcare access.",0
2044,Policy 2044 has been criticized for not considering diverse community needs.,0
2045,Policy 2045 enhances patient safety standards.,1
2046,Policy 2046 has been criticized for not considering diverse community needs.,0
2047,Policy 2047 enhances patient safety standards.,1
2048,Policy 2048 has been criticized for not considering diverse community needs.,0
2049,Policy 2049 creates barriers to access for marginalized populations.,0
2050,Policy 2050 expands mental health services for underserved communities.,1
2051,Policy 2051 improves public health by increasing funding for vaccinations.,1
2052,"Policy 2052 has several gaps, leading to inadequate healthcare access.",0
2053,Policy 2053 enhances patient safety standards.,1
2054,Policy 2054 expands mental health services for underserved communities.,1
2055,Policy 2055 creates barriers to access for marginalized populations.,0
2056,Policy 2056 has been criticized for not considering diverse community needs.,0
2057,Policy 2057 improves public health by increasing funding for vaccinations.,1
2058,"Policy 2058 promotes preventative care, aiming to reduce chronic disease rates.",1
2059,Policy 2059 enhances patient safety standards.,1
2060,"Policy 2060 has several gaps, leading to inadequate healthcare access.",0
2061,Policy 2061 fails to address the mental health crisis effectively.,0
2062,Policy 2062 has been criticized for not considering diverse community needs.,0
2063,Policy 2063 fails to address the mental health crisis effectively.,0
2064,Policy 2064 does not provide enough resources for hospitals.,0
2065,"Policy 2065 promotes preventative care, aiming to reduce chronic disease rates.",1
2066,Policy 2066 expands mental health services for underserved communities.,1
2067,"Policy 2067 supports telehealth services, improving access for rural areas.",1
2068,Policy 2068 expands mental health services for underserved communities.,1
2069,Policy 2069 has been criticized for not considering diverse community needs.,0
2070,Policy 2070 enhances patient safety standards.,1
2071,Policy 2071 enhances patient safety standards.,1
2072,Policy 2072 improves public health by increasing funding for vaccinations.,1
2073,Policy 2073 expands mental health services for underserved communities.,1
2074,Policy 2074 expands mental health services for underserved communities.,1
2075,Policy 2075 improves public health by increasing funding for vaccinations.,1
2076,Policy 2076 enhances patient safety standards.,1
2077,"Policy 2077 has several gaps, leading to inadequate healthcare access.",0
2078,"Policy 2078 promotes preventative care, aiming to reduce chronic disease rates.",1
2079,Policy 2079 improves public health by increasing funding for vaccinations.,1
2080,"Policy 2080 supports telehealth services, improving access for rural areas.",1
2081,"Policy 2081 has several gaps, leading to inadequate healthcare access.",0
2082,Policy 2082 enhances patient safety standards.,1
2083,"Policy 2083 promotes preventative care, aiming to reduce chronic disease rates.",1
2084,"Policy 2084 supports telehealth services, improving access for rural areas.",1
2085,Policy 2085 expands mental health services for underserved communities.,1
2086,Policy 2086 fails to address the mental health crisis effectively.,0
2087,Policy 2087 improves public health by increasing funding for vaccinations.,1
2088,"Policy 2088 promotes preventative care, aiming to reduce chronic disease rates.",1
2089,Policy 2089 creates barriers to access for marginalized populations.,0
2090,Policy 2090 has been criticized for not considering diverse community needs.,0
2091,"Policy 2091 supports telehealth services, improving access for rural areas.",1
2092,Policy 2092 enhances patient safety standards.,1
2093,Policy 2093 enhances patient safety standards.,1
2094,Policy 2094 expands mental health services for underserved communities.,1
2095,Policy 2095 fails to address the mental health crisis effectively.,0
2096,Policy 2096 does not provide enough resources for hospitals.,0
2097,Policy 2097 enhances patient safety standards.,1
2098,"Policy 2098 has several gaps, leading to inadequate healthcare access.",0
2099,Policy 2099 enhances patient safety standards.,1
2100,Policy 2100 enhances patient safety standards.,1
2101,Policy 2101 expands mental health services for underserved communities.,1
2102,"Policy 2102 supports telehealth services, improving access for rural areas.",1
2103,Policy 2103 fails to address the mental health crisis effectively.,0
2104,"Policy 2104 promotes preventative care, aiming to reduce chronic disease rates.",1
2105,Policy 2105 creates barriers to access for marginalized populations.,0
2106,Policy 2106 expands mental health services for underserved communities.,1
2107,Policy 2107 creates barriers to access for marginalized populations.,0
2108,"Policy 2108 supports telehealth services, improving access for rural areas.",1
2109,Policy 2109 does not provide enough resources for hospitals.,0
2110,Policy 2110 enhances patient safety standards.,1
2111,"Policy 2111 has several gaps, leading to inadequate healthcare access.",0
2112,Policy 2112 does not provide enough resources for hospitals.,0
2113,Policy 2113 creates barriers to access for marginalized populations.,0
2114,Policy 2114 has been criticized for not considering diverse community needs.,0
2115,"Policy 2115 supports telehealth services, improving access for rural areas.",1
2116,"Policy 2116 has several gaps, leading to inadequate healthcare access.",0
2117,Policy 2117 enhances patient safety standards.,1
2118,"Policy 2118 has several gaps, leading to inadequate healthcare access.",0
2119,Policy 2119 expands mental health services for underserved communities.,1
2120,"Policy 2120 promotes preventative care, aiming to reduce chronic disease rates.",1
2121,Policy 2121 improves public health by increasing funding for vaccinations.,1
2122,Policy 2122 improves public health by increasing funding for vaccinations.,1
2123,Policy 2123 improves public health by increasing funding for vaccinations.,1
2124,Policy 2124 improves public health by increasing funding for vaccinations.,1
2125,Policy 2125 enhances patient safety standards.,1
2126,Policy 2126 creates barriers to access for marginalized populations.,0
2127,Policy 2127 improves public health by increasing funding for vaccinations.,1
2128,"Policy 2128 has several gaps, leading to inadequate healthcare access.",0
2129,Policy 2129 expands mental health services for underserved communities.,1
2130,Policy 2130 has been criticized for not considering diverse community needs.,0
2131,Policy 2131 improves public health by increasing funding for vaccinations.,1
2132,"Policy 2132 has several gaps, leading to inadequate healthcare access.",0
2133,Policy 2133 enhances patient safety standards.,1
2134,Policy 2134 creates barriers to access for marginalized populations.,0
2135,"Policy 2135 promotes preventative care, aiming to reduce chronic disease rates.",1
2136,Policy 2136 expands mental health services for underserved communities.,1
2137,"Policy 2137 has several gaps, leading to inadequate healthcare access.",0
2138,Policy 2138 has been criticized for not considering diverse community needs.,0
2139,"Policy 2139 has several gaps, leading to inadequate healthcare access.",0
2140,"Policy 2140 promotes preventative care, aiming to reduce chronic disease rates.",1
2141,"Policy 2141 has several gaps, leading to inadequate healthcare access.",0
2142,Policy 2142 fails to address the mental health crisis effectively.,0
2143,"Policy 2143 supports telehealth services, improving access for rural areas.",1
2144,Policy 2144 expands mental health services for underserved communities.,1
2145,Policy 2145 enhances patient safety standards.,1
2146,Policy 2146 fails to address the mental health crisis effectively.,0
2147,"Policy 2147 supports telehealth services, improving access for rural areas.",1
2148,Policy 2148 improves public health by increasing funding for vaccinations.,1
2149,Policy 2149 fails to address the mental health crisis effectively.,0
2150,Policy 2150 expands mental health services for underserved communities.,1
2151,"Policy 2151 has several gaps, leading to inadequate healthcare access.",0
2152,Policy 2152 has been criticized for not considering diverse community needs.,0
2153,"Policy 2153 supports telehealth services, improving access for rural areas.",1
2154,Policy 2154 has been criticized for not considering diverse community needs.,0
2155,"Policy 2155 promotes preventative care, aiming to reduce chronic disease rates.",1
2156,Policy 2156 enhances patient safety standards.,1
2157,Policy 2157 does not provide enough resources for hospitals.,0
2158,"Policy 2158 supports telehealth services, improving access for rural areas.",1
2159,Policy 2159 has been criticized for not considering diverse community needs.,0
2160,Policy 2160 fails to address the mental health crisis effectively.,0
2161,"Policy 2161 promotes preventative care, aiming to reduce chronic disease rates.",1
2162,Policy 2162 improves public health by increasing funding for vaccinations.,1
2163,"Policy 2163 promotes preventative care, aiming to reduce chronic disease rates.",1
2164,"Policy 2164 has several gaps, leading to inadequate healthcare access.",0
2165,"Policy 2165 has several gaps, leading to inadequate healthcare access.",0
2166,Policy 2166 fails to address the mental health crisis effectively.,0
2167,"Policy 2167 supports telehealth services, improving access for rural areas.",1
2168,Policy 2168 expands mental health services for underserved communities.,1
2169,"Policy 2169 supports telehealth services, improving access for rural areas.",1
2170,Policy 2170 expands mental health services for underserved communities.,1
2171,Policy 2171 fails to address the mental health crisis effectively.,0
2172,Policy 2172 enhances patient safety standards.,1
2173,Policy 2173 enhances patient safety standards.,1
2174,"Policy 2174 promotes preventative care, aiming to reduce chronic disease rates.",1
2175,Policy 2175 fails to address the mental health crisis effectively.,0
2176,Policy 2176 does not provide enough resources for hospitals.,0
2177,"Policy 2177 supports telehealth services, improving access for rural areas.",1
2178,"Policy 2178 supports telehealth services, improving access for rural areas.",1
2179,"Policy 2179 has several gaps, leading to inadequate healthcare access.",0
2180,Policy 2180 fails to address the mental health crisis effectively.,0
2181,"Policy 2181 promotes preventative care, aiming to reduce chronic disease rates.",1
2182,Policy 2182 enhances patient safety standards.,1
2183,Policy 2183 enhances patient safety standards.,1
2184,Policy 2184 enhances patient safety standards.,1
2185,Policy 2185 has been criticized for not considering diverse community needs.,0
2186,"Policy 2186 has several gaps, leading to inadequate healthcare access.",0
2187,Policy 2187 improves public health by increasing funding for vaccinations.,1
2188,"Policy 2188 has several gaps, leading to inadequate healthcare access.",0
2189,Policy 2189 expands mental health services for underserved communities.,1
2190,"Policy 2190 has several gaps, leading to inadequate healthcare access.",0
2191,Policy 2191 enhances patient safety standards.,1
2192,Policy 2192 creates barriers to access for marginalized populations.,0
2193,Policy 2193 creates barriers to access for marginalized populations.,0
2194,Policy 2194 enhances patient safety standards.,1
2195,Policy 2195 has been criticized for not considering diverse community needs.,0
2196,"Policy 2196 has several gaps, leading to inadequate healthcare access.",0
2197,"Policy 2197 supports telehealth services, improving access for rural areas.",1
2198,"Policy 2198 promotes preventative care, aiming to reduce chronic disease rates.",1
2199,"Policy 2199 has several gaps, leading to inadequate healthcare access.",0
2200,"Policy 2200 promotes preventative care, aiming to reduce chronic disease rates.",1
2201,Policy 2201 does not provide enough resources for hospitals.,0
2202,"Policy 2202 has several gaps, leading to inadequate healthcare access.",0
2203,"Policy 2203 has several gaps, leading to inadequate healthcare access.",0
2204,Policy 2204 enhances patient safety standards.,1
2205,"Policy 2205 promotes preventative care, aiming to reduce chronic disease rates.",1
2206,Policy 2206 does not provide enough resources for hospitals.,0
2207,Policy 2207 improves public health by increasing funding for vaccinations.,1
2208,Policy 2208 improves public health by increasing funding for vaccinations.,1
2209,Policy 2209 fails to address the mental health crisis effectively.,0
2210,"Policy 2210 has several gaps, leading to inadequate healthcare access.",0
2211,Policy 2211 has been criticized for not considering diverse community needs.,0
2212,Policy 2212 enhances patient safety standards.,1
2213,"Policy 2213 has several gaps, leading to inadequate healthcare access.",0
2214,"Policy 2214 has several gaps, leading to inadequate healthcare access.",0
2215,Policy 2215 has been criticized for not considering diverse community needs.,0
2216,Policy 2216 does not provide enough resources for hospitals.,0
2217,Policy 2217 expands mental health services for underserved communities.,1
2218,Policy 2218 expands mental health services for underserved communities.,1
2219,Policy 2219 enhances patient safety standards.,1
2220,Policy 2220 fails to address the mental health crisis effectively.,0
2221,"Policy 2221 promotes preventative care, aiming to reduce chronic disease rates.",1
2222,Policy 2222 enhances patient safety standards.,1
2223,Policy 2223 expands mental health services for underserved communities.,1
2224,Policy 2224 does not provide enough resources for hospitals.,0
2225,Policy 2225 expands mental health services for underserved communities.,1
2226,Policy 2226 improves public health by increasing funding for vaccinations.,1
2227,"Policy 2227 supports telehealth services, improving access for rural areas.",1
2228,Policy 2228 improves public health by increasing funding for vaccinations.,1
2229,Policy 2229 creates barriers to access for marginalized populations.,0
2230,Policy 2230 creates barriers to access for marginalized populations.,0
2231,Policy 2231 creates barriers to access for marginalized populations.,0
2232,Policy 2232 expands mental health services for underserved communities.,1
2233,"Policy 2233 promotes preventative care, aiming to reduce chronic disease rates.",1
2234,"Policy 2234 supports telehealth services, improving access for rural areas.",1
2235,Policy 2235 expands mental health services for underserved communities.,1
2236,"Policy 2236 has several gaps, leading to inadequate healthcare access.",0
2237,Policy 2237 enhances patient safety standards.,1
2238,"Policy 2238 promotes preventative care, aiming to reduce chronic disease rates.",1
2239,"Policy 2239 supports telehealth services, improving access for rural areas.",1
2240,Policy 2240 has been criticized for not considering diverse community needs.,0
2241,"Policy 2241 promotes preventative care, aiming to reduce chronic disease rates.",1
2242,Policy 2242 expands mental health services for underserved communities.,1
2243,"Policy 2243 has several gaps, leading to inadequate healthcare access.",0
2244,"Policy 2244 promotes preventative care, aiming to reduce chronic disease rates.",1
2245,Policy 2245 expands mental health services for underserved communities.,1
2246,Policy 2246 enhances patient safety standards.,1
2247,"Policy 2247 promotes preventative care, aiming to reduce chronic disease rates.",1
2248,"Policy 2248 supports telehealth services, improving access for rural areas.",1
2249,Policy 2249 does not provide enough resources for hospitals.,0
2250,Policy 2250 fails to address the mental health crisis effectively.,0
2251,Policy 2251 does not provide enough resources for hospitals.,0
2252,"Policy 2252 has several gaps, leading to inadequate healthcare access.",0
2253,Policy 2253 fails to address the mental health crisis effectively.,0
2254,Policy 2254 fails to address the mental health crisis effectively.,0
2255,Policy 2255 fails to address the mental health crisis effectively.,0
2256,"Policy 2256 has several gaps, leading to inadequate healthcare access.",0
2257,"Policy 2257 supports telehealth services, improving access for rural areas.",1
2258,Policy 2258 has been criticized for not considering diverse community needs.,0
2259,Policy 2259 improves public health by increasing funding for vaccinations.,1
2260,"Policy 2260 promotes preventative care, aiming to reduce chronic disease rates.",1
2261,Policy 2261 creates barriers to access for marginalized populations.,0
2262,Policy 2262 fails to address the mental health crisis effectively.,0
2263,Policy 2263 has been criticized for not considering diverse community needs.,0
2264,Policy 2264 enhances patient safety standards.,1
2265,"Policy 2265 promotes preventative care, aiming to reduce chronic disease rates.",1
2266,Policy 2266 fails to address the mental health crisis effectively.,0
2267,"Policy 2267 has several gaps, leading to inadequate healthcare access.",0
2268,"Policy 2268 promotes preventative care, aiming to reduce chronic disease rates.",1
2269,Policy 2269 has been criticized for not considering diverse community needs.,0
2270,"Policy 2270 supports telehealth services, improving access for rural areas.",1
2271,Policy 2271 has been criticized for not considering diverse community needs.,0
2272,Policy 2272 has been criticized for not considering diverse community needs.,0
2273,"Policy 2273 promotes preventative care, aiming to reduce chronic disease rates.",1
2274,Policy 2274 improves public health by increasing funding for vaccinations.,1
2275,"Policy 2275 supports telehealth services, improving access for rural areas.",1
2276,Policy 2276 does not provide enough resources for hospitals.,0
2277,Policy 2277 expands mental health services for underserved communities.,1
2278,"Policy 2278 supports telehealth services, improving access for rural areas.",1
2279,"Policy 2279 supports telehealth services, improving access for rural areas.",1
2280,Policy 2280 has been criticized for not considering diverse community needs.,0
2281,"Policy 2281 supports telehealth services, improving access for rural areas.",1
2282,Policy 2282 fails to address the mental health crisis effectively.,0
2283,Policy 2283 creates barriers to access for marginalized populations.,0
2284,"Policy 2284 supports telehealth services, improving access for rural areas.",1
2285,Policy 2285 fails to address the mental health crisis effectively.,0
2286,Policy 2286 creates barriers to access for marginalized populations.,0
2287,"Policy 2287 has several gaps, leading to inadequate healthcare access.",0
2288,"Policy 2288 has several gaps, leading to inadequate healthcare access.",0
2289,Policy 2289 expands mental health services for underserved communities.,1
2290,Policy 2290 fails to address the mental health crisis effectively.,0
2291,Policy 2291 fails to address the mental health crisis effectively.,0
2292,Policy 2292 creates barriers to access for marginalized populations.,0
2293,Policy 2293 creates barriers to access for marginalized populations.,0
2294,Policy 2294 has been criticized for not considering diverse community needs.,0
2295,Policy 2295 expands mental health services for underserved communities.,1
2296,Policy 2296 does not provide enough resources for hospitals.,0
2297,Policy 2297 has been criticized for not considering diverse community needs.,0
2298,Policy 2298 enhances patient safety standards.,1
2299,Policy 2299 enhances patient safety standards.,1
2300,Policy 2300 improves public health by increasing funding for vaccinations.,1
2301,Policy 2301 has been criticized for not considering diverse community needs.,0
2302,"Policy 2302 promotes preventative care, aiming to reduce chronic disease rates.",1
2303,Policy 2303 expands mental health services for underserved communities.,1
2304,Policy 2304 improves public health by increasing funding for vaccinations.,1
2305,"Policy 2305 supports telehealth services, improving access for rural areas.",1
2306,Policy 2306 has been criticized for not considering diverse community needs.,0
2307,"Policy 2307 has several gaps, leading to inadequate healthcare access.",0
2308,Policy 2308 has been criticized for not considering diverse community needs.,0
2309,Policy 2309 enhances patient safety standards.,1
2310,Policy 2310 improves public health by increasing funding for vaccinations.,1
2311,Policy 2311 improves public health by increasing funding for vaccinations.,1
2312,"Policy 2312 promotes preventative care, aiming to reduce chronic disease rates.",1
2313,"Policy 2313 promotes preventative care, aiming to reduce chronic disease rates.",1
2314,Policy 2314 does not provide enough resources for hospitals.,0
2315,Policy 2315 enhances patient safety standards.,1
2316,Policy 2316 has been criticized for not considering diverse community needs.,0
2317,"Policy 2317 has several gaps, leading to inadequate healthcare access.",0
2318,Policy 2318 does not provide enough resources for hospitals.,0
2319,"Policy 2319 supports telehealth services, improving access for rural areas.",1
2320,"Policy 2320 supports telehealth services, improving access for rural areas.",1
2321,"Policy 2321 has several gaps, leading to inadequate healthcare access.",0
2322,"Policy 2322 supports telehealth services, improving access for rural areas.",1
2323,"Policy 2323 promotes preventative care, aiming to reduce chronic disease rates.",1
2324,Policy 2324 does not provide enough resources for hospitals.,0
2325,Policy 2325 creates barriers to access for marginalized populations.,0
2326,Policy 2326 does not provide enough resources for hospitals.,0
2327,Policy 2327 expands mental health services for underserved communities.,1
2328,Policy 2328 improves public health by increasing funding for vaccinations.,1
2329,Policy 2329 improves public health by increasing funding for vaccinations.,1
2330,"Policy 2330 has several gaps, leading to inadequate healthcare access.",0
2331,Policy 2331 has been criticized for not considering diverse community needs.,0
2332,Policy 2332 has been criticized for not considering diverse community needs.,0
2333,Policy 2333 improves public health by increasing funding for vaccinations.,1
2334,Policy 2334 expands mental health services for underserved communities.,1
2335,Policy 2335 improves public health by increasing funding for vaccinations.,1
2336,Policy 2336 does not provide enough resources for hospitals.,0
